Date,open,high,low,close,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm
2013/12/26,29.78,29.78,29.78,29.78,29.78,"['doji', 'spanning top', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.528538283062645,0.528538283062645,0.528538283062645,0.528538283062645
2013/12/27,30.23,30.23,30.23,30.23,30.23,"['doji', 'spanning top', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.5389791183294663,0.5389791183294663,0.5389791183294663,0.5389791183294663
2013/12/30,28.5,28.5,28.5,28.5,28.5,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'evening star', 'inverse hammer']",None,,,,,0,0.4988399071925754,0.4988399071925754,0.4988399071925754,0.4988399071925754
2013/12/31,26.78,26.78,26.78,26.78,26.78,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.45893271461716945,0.45893271461716945,0.45893271461716945,0.45893271461716945
2014/1/2,26.78,26.78,26.78,26.78,26.78,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'bearish harami', 'piercing line', 'bullish harami', 'shooting star', 'hammer', 'hanging man', 'dark cloud cover', 'inverse hammer']",None,,,,,0,0.45893271461716945,0.45893271461716945,0.45893271461716945,0.45893271461716945
2014/1/3,26.85,26.85,26.85,26.85,26.85,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.46055684454756385,0.46055684454756385,0.46055684454756385,0.46055684454756385
2014/1/6,26.87,26.87,26.87,26.87,26.87,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.4610208816705337,0.4610208816705337,0.4610208816705337,0.4610208816705337
2014/1/7,26.83,26.83,26.83,26.83,26.83,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'evening star', 'inverse hammer']",None,,,,,0,0.4600928074245939,0.4600928074245939,0.4600928074245939,0.4600928074245939
2014/1/8,26.77,26.77,26.77,26.77,26.77,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.4587006960556844,0.4587006960556844,0.4587006960556844,0.4587006960556844
2014/1/9,26.54,26.54,26.54,26.54,26.54,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.4533642691415313,0.4533642691415313,0.4533642691415313,0.4533642691415313
2014/1/10,26.48,26.48,26.48,26.48,26.48,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.4519721577726218,0.4519721577726218,0.4519721577726218,0.4519721577726218
2014/1/13,26.46,26.46,26.46,26.46,26.46,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.45150812064965196,0.45150812064965196,0.45150812064965196,0.45150812064965196
2014/1/14,26.48,26.48,26.48,26.48,26.48,"['doji', 'morning star', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.4519721577726218,0.4519721577726218,0.4519721577726218,0.4519721577726218
2014/1/15,26.41,26.41,26.41,26.41,26.41,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'evening star', 'inverse hammer']",None,,,,,0,0.4503480278422274,0.4503480278422274,0.4503480278422274,0.4503480278422274
2014/1/16,26.19,26.19,26.19,26.19,26.19,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.44524361948955915,0.44524361948955915,0.44524361948955915,0.44524361948955915
2014/1/17,26.26,26.26,26.26,26.26,26.26,"['doji', 'morning star', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.44686774941995366,0.44686774941995366,0.44686774941995366,0.44686774941995366
2014/1/20,26.18,26.18,26.18,26.18,26.18,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'evening star', 'inverse hammer']",None,,,,,0,0.44501160092807424,0.44501160092807424,0.44501160092807424,0.44501160092807424
2014/1/21,26.18,26.18,26.18,26.18,26.18,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'bearish harami', 'piercing line', 'bullish harami', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'dark cloud cover', 'inverse hammer']",None,,,,,0,0.44501160092807424,0.44501160092807424,0.44501160092807424,0.44501160092807424
2014/1/22,26.11,26.11,26.11,26.11,26.11,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,,0,0.44338747099767983,0.44338747099767983,0.44338747099767983,0.44338747099767983
2014/1/23,26.13,26.13,26.13,26.13,26.13,"['doji', 'morning star', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,26.940500000000004,0,0.44385150812064966,0.44385150812064966,0.44385150812064966,0.44385150812064966
2014/1/24,26.14,26.14,26.14,26.14,26.14,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,26.758500000000005,0,0.4440835266821346,0.4440835266821346,0.4440835266821346,0.4440835266821346
2014/1/27,26.12,26.12,26.12,26.12,26.12,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'evening star', 'inverse hammer']",None,,,,26.553000000000004,0,0.44361948955916475,0.44361948955916475,0.44361948955916475,0.44361948955916475
2014/1/28,25.82,25.82,25.82,25.82,25.82,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,26.419000000000004,0,0.4366589327146172,0.4366589327146172,0.4366589327146172,0.4366589327146172
2014/1/29,25.68,25.68,25.68,25.68,25.68,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,26.364000000000004,0,0.4334106728538283,0.4334106728538283,0.4334106728538283,0.4334106728538283
2014/1/30,25.68,25.68,25.68,25.68,25.68,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'bearish harami', 'piercing line', 'bullish harami', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'dark cloud cover', 'inverse hammer']",None,,,,26.309000000000005,0,0.4334106728538283,0.4334106728538283,0.4334106728538283,0.4334106728538283
2014/2/7,25.59,25.59,25.59,25.59,25.59,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'inverse hammer']",None,,,,26.246000000000002,0,0.43132250580046405,0.43132250580046405,0.43132250580046405,0.43132250580046405
2014/2/10,25.63,25.63,25.63,25.63,25.63,"['doji', 'morning star', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'hammer', 'hanging man', 'inverse hammer']",None,,,,26.184000000000005,0,0.4322505800464037,0.4322505800464037,0.4322505800464037,0.4322505800464037
2014/2/11,25.55,25.55,25.55,25.55,25.55,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'evening star', 'inverse hammer']",None,,,,26.119999999999997,0,0.4303944315545244,0.4303944315545244,0.4303944315545244,0.4303944315545244
2014/2/12,25.54,25.54,25.54,25.54,25.54,"['doji', 'spanning top', 'three white soldiers', 'three black crows', 'shooting star', 'falling three methods', 'hammer', 'hanging man', 'inverse hammer']",None,,,,26.0585,0,0.4301624129930395,0.4301624129930395,0.4301624129930395,0.4301624129930395
