Date,Open,High,Low,Close,Adj Close,Volume
2017/4/18,2.24,2.24,2.24,2.24,2.24,50
2017/4/19,1.79,1.79,1.79,1.79,1.79,50
2017/4/20,1.8,1.8,1.8,1.8,1.8,10
2017/4/21,1.58,1.58,1.58,1.58,1.58,231
2017/4/24,1.58,1.58,1.58,1.58,1.58,231
2017/4/25,1.65,1.65,1.65,1.65,1.65,142000
2017/4/26,1.8,1.8,1.8,1.8,1.8,75201
2017/4/27,1.79,1.79,1.79,1.79,1.79,100000
2017/4/28,1.43,1.43,1.43,1.43,1.43,50
2017/5/2,1.2,1.2,1.2,1.2,1.2,4000
2017/5/3,1,1,1,1,1,50000
2017/5/4,1,1,1,1,1,2112610
2017/5/5,1.2,1.2,1.2,1.2,1.2,10
2017/5/8,1.4,1.4,1.4,1.4,1.4,1100
2017/5/9,1.31,1.31,1.31,1.31,1.31,13000
2017/5/10,1.48,1.48,1.48,1.48,1.48,60001
2017/5/11,1.2,1.2,1.2,1.2,1.2,356
2017/5/12,1.29,1.29,1.29,1.29,1.29,2000
2017/5/15,1.11,1.11,1.11,1.11,1.11,810
2017/5/16,1.22,1.22,1.22,1.22,1.22,3010
2017/5/17,1.46,1.46,1.46,1.46,1.46,28000
2017/5/18,1.65,1.65,1.65,1.65,1.65,6010
2017/5/19,1.76,1.76,1.76,1.76,1.76,4400
2017/5/22,2.11,2.11,2.11,2.11,2.11,6022
2017/5/23,2.5,2.5,2.5,2.5,2.5,50204
2017/5/24,3,3,3,3,3,370129
2017/5/25,2.5,2.5,2.5,2.5,2.5,100165
2017/5/26,2.91,2.91,2.91,2.91,2.91,109373
2017/5/31,3.18,3.18,3.18,3.18,3.18,109498
2017/6/1,3.66,3.66,3.66,3.66,3.66,570
2017/6/2,4.27,4.27,4.27,4.27,4.27,11236
2017/6/5,4.56,4.56,4.56,4.56,4.56,22645
2017/6/6,4.65,4.65,4.65,4.65,4.65,540
2017/6/7,4.9,4.9,4.9,4.9,4.9,249602
2017/6/8,3.92,3.92,3.92,3.92,3.92,2
2017/6/9,3.14,3.14,3.14,3.14,3.14,50
2017/6/12,2.55,2.55,2.55,2.55,2.55,70
2017/6/13,2.1,2.1,2.1,2.1,2.1,52
2017/6/14,2.04,2.04,2.04,2.04,2.04,170
2017/6/15,1.7,1.7,1.7,1.7,1.7,50
2017/6/16,1.36,1.36,1.36,1.36,1.36,2
2017/6/20,1.63,1.63,1.63,1.63,1.63,100
2017/6/21,1.5,1.5,1.5,1.5,1.5,30000
2017/6/22,1.2,1.2,1.2,1.2,1.2,1411
2017/6/23,1.3,1.3,1.3,1.3,1.3,10
2017/6/26,1.43,1.43,1.43,1.43,1.43,6
2017/6/27,1.5,1.5,1.5,1.5,1.5,7220
2017/6/28,1.46,1.46,1.46,1.46,1.46,100
2017/6/30,1.5,1.5,1.5,1.5,1.5,100
2017/7/3,1.47,1.47,1.47,1.47,1.47,438
2017/7/4,1.75,1.75,1.75,1.75,1.75,150010
2017/7/5,1.6,1.6,1.6,1.6,1.6,200
2017/7/10,1.5,1.5,1.5,1.5,1.5,127
2017/7/11,1.5,1.5,1.5,1.5,1.5,100
2017/7/12,1.5,1.5,1.5,1.5,1.5,50
2017/7/13,1.5,1.5,1.5,1.5,1.5,50
2017/7/14,1.5,1.5,1.5,1.5,1.5,100
2017/7/18,1.8,1.8,1.8,1.8,1.8,2
2017/7/19,1.77,1.77,1.77,1.77,1.77,1100
2017/7/20,2.12,2.12,2.12,2.12,2.12,180602
2017/7/21,1.77,1.77,1.77,1.77,1.77,2083
2017/7/24,1.7,1.7,1.7,1.7,1.7,1010
2017/7/26,1.5,1.5,1.5,1.5,1.5,2000
2017/7/27,1.5,1.5,1.5,1.5,1.5,500
2017/7/28,1.51,1.51,1.51,1.51,1.51,65
2017/8/1,1.52,1.52,1.52,1.52,1.52,200
2017/8/3,1.82,1.82,1.82,1.82,1.82,130005
2017/8/4,2.15,2.15,2.15,2.15,2.15,1050
2017/8/7,1.89,1.89,1.89,1.89,1.89,2500
2017/8/8,2.1,2.1,2.1,2.1,2.1,3845
2017/8/10,2.52,2.52,2.52,2.52,2.52,3000
2017/8/11,3.02,3.02,3.02,3.02,3.02,2000
2017/8/15,3.8,3.8,3.8,3.8,3.8,10
2017/8/16,4.56,4.56,4.56,4.56,4.56,2000
2017/8/17,4.62,4.62,4.62,4.62,4.62,3000
2017/8/18,3.72,3.72,3.72,3.72,3.72,4000
2017/8/21,2.99,2.99,2.99,2.99,2.99,6000
2017/8/22,2.74,2.74,2.74,2.74,2.74,11000
2017/8/23,2.6,2.6,2.6,2.6,2.6,13500
2017/8/24,2.63,2.63,2.63,2.63,2.63,19000
2017/8/25,2.7,2.7,2.7,2.7,2.7,21294
2017/8/28,2.2,2.2,2.2,2.2,2.2,500
2017/8/29,2,2,2,2,2,50
2017/8/30,2.4,2.4,2.4,2.4,2.4,10000
2017/8/31,2.88,2.88,2.88,2.88,2.88,1
2017/9/1,3.46,3.46,3.46,3.46,3.46,20
2017/9/4,4.16,4.16,4.16,4.16,4.16,20
2017/9/5,3.8,3.8,3.8,3.8,3.8,1
2017/9/6,4.44,4.44,4.44,4.44,4.44,110
2017/9/7,5.33,5.33,5.33,5.33,5.33,100
2017/9/8,4.26,4.26,4.26,4.26,4.26,50
2017/9/11,3.41,3.41,3.41,3.41,3.41,20
2017/9/12,3,3,3,3,3,50
2017/9/13,2.5,2.5,2.5,2.5,2.5,10
2017/9/14,2.38,2.38,2.38,2.38,2.38,50
2017/9/20,2.86,2.86,2.86,2.86,2.86,10
2017/9/21,3.43,3.43,3.43,3.43,3.43,10
2017/9/25,4.12,4.12,4.12,4.12,4.12,90
2017/9/27,3.3,3.3,3.3,3.3,3.3,100
2017/9/28,3.3,3.3,3.3,3.3,3.3,1147
2017/9/29,2.29,2.29,2.29,2.29,2.29,1404
2017/10/9,1.9,1.9,1.9,1.9,1.9,148
2017/10/10,1.91,1.91,1.91,1.91,1.91,500
2017/10/11,1.8,1.8,1.8,1.8,1.8,300
2017/10/12,1.44,1.44,1.44,1.44,1.44,1000
2017/10/13,1.7,1.7,1.7,1.7,1.7,159900
2017/10/16,2.04,2.04,2.04,2.04,2.04,135
2017/10/17,2.45,2.45,2.45,2.45,2.45,311
2017/10/18,2.94,2.94,2.94,2.94,2.94,210
2017/10/19,3.53,3.53,3.53,3.53,3.53,210
2017/10/20,2.82,2.82,2.82,2.82,2.82,10
2017/10/23,2.26,2.26,2.26,2.26,2.26,20
2017/10/24,2,2,2,2,2,500000
2017/10/30,2.4,2.4,2.4,2.4,2.4,10
2017/10/31,2.88,2.88,2.88,2.88,2.88,10
2017/11/1,3.46,3.46,3.46,3.46,3.46,10
2017/11/3,4.16,4.16,4.16,4.16,4.16,92
2017/11/13,4.4,4.4,4.4,4.4,4.4,30
2017/11/14,4.9,4.9,4.9,4.9,4.9,500000
2017/11/16,5.23,5.23,5.23,5.23,5.23,10
2017/11/20,5.23,5.23,5.23,5.23,5.23,420
2017/11/28,3.34,3.34,3.34,3.34,3.34,10
2017/11/30,2.67,2.67,2.67,2.67,2.67,10
2017/12/1,2.14,2.14,2.14,2.14,2.14,15
2017/12/6,2.57,2.57,2.57,2.57,2.57,50
2017/12/7,2.06,2.06,2.06,2.06,2.06,10
2017/12/8,2.45,2.45,2.45,2.45,2.45,102
2017/12/11,2.12,2.12,2.12,2.12,2.12,60
2017/12/13,2,2,2,2,2,665554
2017/12/14,2.4,2.4,2.4,2.4,2.4,5
2017/12/15,2.88,2.88,2.88,2.88,2.88,5
2017/12/18,3.46,3.46,3.46,3.46,3.46,5
2017/12/20,2.77,2.77,2.77,2.77,2.77,30037
2017/12/21,3.3,3.3,3.3,3.3,3.3,55010
2017/12/22,3.96,3.96,3.96,3.96,3.96,90
2017/12/25,4.75,4.75,4.75,4.75,4.75,20060
2017/12/26,5.7,5.7,5.7,5.7,5.7,5
2017/12/27,6.82,6.82,6.82,6.82,6.82,753
2017/12/28,8.18,8.18,8.18,8.18,8.18,309
2017/12/29,9.82,9.82,9.82,9.82,9.82,269
2018/1/2,11.78,11.78,11.78,11.78,11.78,197
2018/1/3,13.3,13.3,13.3,13.3,13.3,255
2018/1/5,14.57,14.57,14.57,14.57,14.57,219
2018/1/8,17.29,17.29,17.29,17.29,17.29,311
2018/1/9,18,18,18,18,18,9
2018/1/10,19.3,19.3,19.3,19.3,19.3,162
2018/1/11,19.99,19.99,19.99,19.99,19.99,10
2018/1/12,23.99,23.99,23.99,23.99,23.99,2
2018/1/15,19.5,19.5,19.5,19.5,19.5,306
2018/1/22,20.69,20.69,20.69,20.69,20.69,122
2018/1/23,23.79,23.79,23.79,23.79,23.79,111
2018/1/24,26.61,26.61,26.61,26.61,26.61,107
2018/1/25,31.93,31.93,31.93,31.93,31.93,96
2018/3/21,30,30,30,30,30,993
2018/3/27,24,24,24,24,24,3
2018/5/2,22,22,22,22,22,30
2018/5/24,17.6,17.6,17.6,17.6,17.6,1
2018/5/28,17.6,17.6,17.6,17.6,17.6,1
2018/5/29,14.08,14.08,14.08,14.08,14.08,2115
2018/5/30,11.98,11.98,11.98,11.98,11.98,50
2018/5/31,9.98,9.98,9.98,9.98,9.98,60
2018/6/4,8.99,8.99,8.99,8.99,8.99,65
2018/6/5,8.59,8.59,8.59,8.59,8.59,1288
2018/6/6,7.74,7.74,7.74,7.74,7.74,100
2018/6/7,6.62,6.62,6.62,6.62,6.62,101
2018/6/8,5.55,5.55,5.55,5.55,5.55,117
2018/6/11,4.79,4.79,4.79,4.79,4.79,3216
2018/6/12,4.8,4.8,4.8,4.8,4.8,150
2018/6/19,3.69,3.69,3.69,3.69,3.69,630
2018/6/20,2.96,2.96,2.96,2.96,2.96,200
2018/6/21,3.5,3.5,3.5,3.5,3.5,199600
2018/6/22,2.8,2.8,2.8,2.8,2.8,40
2018/6/26,2.24,2.24,2.24,2.24,2.24,4
2018/6/27,2.69,2.69,2.69,2.69,2.69,10
2018/6/28,2.69,2.69,2.69,2.69,2.69,1385
2018/6/29,3.22,3.22,3.22,3.22,3.22,172
2018/7/2,3.85,3.85,3.85,3.85,3.85,5
2018/7/6,4.6,4.6,4.6,4.6,4.6,100
2018/7/9,3.62,3.62,3.62,3.62,3.62,1
2018/7/10,3.99,3.99,3.99,3.99,3.99,101
2018/7/11,3.19,3.19,3.19,3.19,3.19,1
2018/7/12,2.55,2.55,2.55,2.55,2.55,1
2018/7/13,3.04,3.04,3.04,3.04,3.04,250
2018/7/19,4.01,4.01,4.01,4.01,4.01,51
2018/7/20,4.01,4.01,4.01,4.01,4.01,51
2018/7/31,3.3,3.3,3.3,3.3,3.3,10000
2018/8/13,4.56,4.56,4.56,4.56,4.56,200
2018/8/14,5.47,5.47,5.47,5.47,5.47,11
2018/8/17,6.15,6.15,6.15,6.15,6.15,30
2018/8/23,7.81,7.81,7.81,7.81,7.81,4
2018/8/24,9.37,9.37,9.37,9.37,9.37,20
2018/9/4,8.48,8.48,8.48,8.48,8.48,588
2018/9/5,8.48,8.48,8.48,8.48,8.48,588
2018/9/10,7.18,7.18,7.18,7.18,7.18,100
2018/9/17,6.12,6.12,6.12,6.12,6.12,100
2018/9/21,5,5,5,5,5,4000
2018/9/26,4.5,4.5,4.5,4.5,4.5,10000
2018/10/10,4.5,4.5,4.5,4.5,4.5,2315
2018/10/16,4.44,4.44,4.44,4.44,4.44,4500
2018/10/17,5.33,5.33,5.33,5.33,5.33,5
2018/10/18,6.4,6.4,6.4,6.4,6.4,5
2018/10/19,7,7,7,7,7,5
2018/10/22,8.4,8.4,8.4,8.4,8.4,5
2018/10/23,10,10,10,10,10,10
2018/10/24,8.3,8.3,8.3,8.3,8.3,285
2018/10/30,11.8,11.8,11.8,11.8,11.8,5
2018/11/1,13.99,13.99,13.99,13.99,13.99,6
2018/11/5,12.2,12.2,12.2,12.2,12.2,10000
2018/11/7,13.17,13.17,13.17,13.17,13.17,12
2018/11/8,15.55,15.55,15.55,15.55,15.55,5
2018/11/19,5.33,5.33,5.33,5.33,5.33,5
2018/11/20,10.74,10.74,10.74,10.74,10.74,23
2018/11/21,11.59,11.59,11.59,11.59,11.59,135
2018/11/22,9.3,9.3,9.3,9.3,9.3,7
2018/11/23,7.95,7.95,7.95,7.95,7.95,23
2018/11/26,7.95,7.95,7.95,7.95,7.95,23
2018/11/27,7.7,7.7,7.7,7.7,7.7,57
2018/11/28,9.18,9.18,9.18,9.18,9.18,100
2018/11/29,7.34,7.34,7.34,7.34,7.34,500
2018/11/30,6.16,6.16,6.16,6.16,6.16,555
2018/12/4,6.26,6.26,6.26,6.26,6.26,156
2018/12/6,5.2,5.2,5.2,5.2,5.2,1000
2018/12/7,4.69,4.69,4.69,4.69,4.69,211
2018/12/10,4.3,4.3,4.3,4.3,4.3,289
2018/12/11,4.66,4.66,4.66,4.66,4.66,548
2018/12/12,5.13,5.13,5.13,5.13,5.13,500
2018/12/17,5.6,5.6,5.6,5.6,5.6,1
2018/12/18,6.07,6.07,6.07,6.07,6.07,10
2018/12/19,5.5,5.5,5.5,5.5,5.5,474
2018/12/20,6.05,6.05,6.05,6.05,6.05,10
2018/12/21,6.66,6.66,6.66,6.66,6.66,100
2018/12/24,7.3,7.3,7.3,7.3,7.3,100
2018/12/26,8.02,8.02,8.02,8.02,8.02,200
2019/1/4,7.2,7.2,7.2,7.2,7.2,9
2019/1/7,7.45,7.45,7.45,7.45,7.45,300
2019/1/8,6.71,6.71,6.71,6.71,6.71,717
2019/1/14,6.05,6.05,6.05,6.05,6.05,1000
2019/1/15,6.54,6.54,6.54,6.54,6.54,327
2019/1/17,7.18,7.18,7.18,7.18,7.18,500
2019/1/18,5.1,5.1,5.1,5.1,5.1,20000
2019/1/21,6.46,6.46,6.46,6.46,6.46,708
2019/1/22,5.81,5.81,5.81,5.81,5.81,660
2019/1/23,5.55,5.55,5.55,5.55,5.55,894
2019/1/24,5.84,5.84,5.84,5.84,5.84,2932
2019/1/25,5.26,5.26,5.26,5.26,5.26,766
2019/1/28,5.78,5.78,5.78,5.78,5.78,1100
2019/1/29,6.3,6.3,6.3,6.3,6.3,10
2019/2/25,5.67,5.67,5.67,5.67,5.67,1
2019/2/28,6.8,6.8,6.8,6.8,6.8,100
2019/3/19,6.12,6.12,6.12,6.12,6.12,10
2019/3/20,5.51,5.51,5.51,5.51,5.51,20
2019/3/25,4.99,4.99,4.99,4.99,4.99,30
2019/3/26,4.5,4.5,4.5,4.5,4.5,100
2019/3/27,4.09,4.09,4.09,4.09,4.09,500
2019/3/28,3.7,3.7,3.7,3.7,3.7,100
2019/3/29,3.38,3.38,3.38,3.38,3.38,300
2019/4/1,2.39,2.39,2.39,2.39,2.39,147
2019/4/9,3.07,3.07,3.07,3.07,3.07,10000
2019/4/16,4,4,4,4,4,2747
2019/5/7,4.4,4.4,4.4,4.4,4.4,10
2019/5/8,4.84,4.84,4.84,4.84,4.84,10
2019/5/10,5.2,5.2,5.2,5.2,5.2,1
2019/5/13,5.7,5.7,5.7,5.7,5.7,2
2019/5/15,6.27,6.27,6.27,6.27,6.27,100
2019/5/17,6.88,6.88,6.88,6.88,6.88,10
2019/5/20,7.5,7.5,7.5,7.5,7.5,15
2019/5/21,8.2,8.2,8.2,8.2,8.2,5
2019/5/23,7.38,7.38,7.38,7.38,7.38,10000
2019/5/24,7.94,7.94,7.94,7.94,7.94,8
2019/5/27,7.94,7.94,7.94,7.94,7.94,2000
2019/5/29,6.43,6.43,6.43,6.43,6.43,1000
2019/5/30,7.07,7.07,7.07,7.07,7.07,10
2019/5/31,7.78,7.78,7.78,7.78,7.78,1
2019/6/3,7.16,7.16,7.16,7.16,7.16,1008
2019/6/4,7.88,7.88,7.88,7.88,7.88,1000
2019/6/5,8.67,8.67,8.67,8.67,8.67,1
2019/6/6,9.5,9.5,9.5,9.5,9.5,1000
2019/6/25,10.45,10.45,10.45,10.45,10.45,5
2019/7/5,11.5,11.5,11.5,11.5,11.5,2
2019/8/15,10.35,10.35,10.35,10.35,10.35,2
2019/8/16,9.32,9.32,9.32,9.32,9.32,3
2019/8/22,8.4,8.4,8.4,8.4,8.4,10
2019/8/23,8,8,8,8,8,85
2019/8/28,7.33,7.33,7.33,7.33,7.33,400
2019/8/29,6.66,6.66,6.66,6.66,6.66,100
2019/9/2,5.11,5.11,5.11,5.11,5.11,11106
2019/9/3,6,6,6,6,6,1000
2019/9/5,6.6,6.6,6.6,6.6,6.6,1
2019/9/6,6,6,6,6,6,1000
2019/9/9,5.41,5.41,5.41,5.41,5.41,1001
2019/9/10,5.95,5.95,5.95,5.95,5.95,1
2019/9/12,6.55,6.55,6.55,6.55,6.55,100
2019/9/17,6.5,6.5,6.5,6.5,6.5,10
2019/9/19,5.27,5.27,5.27,5.27,5.27,20
2019/9/20,3.72,3.72,3.72,3.72,3.72,31020
2019/9/23,3.34,3.34,3.34,3.34,3.34,1
2019/9/25,6.3,6.3,6.3,6.3,6.3,5000
2019/9/26,6.71,6.71,6.71,6.71,6.71,120
2019/9/27,7.36,7.36,7.36,7.36,7.36,10
2019/9/30,6.83,6.83,6.83,6.83,6.83,85
2019/10/8,7.5,7.5,7.5,7.5,7.5,50
2019/10/9,8.24,8.24,8.24,8.24,8.24,10
2019/10/10,10,10,10,10,10,9
2019/10/11,9.95,9.95,9.95,9.95,9.95,10
2019/10/14,10.94,10.94,10.94,10.94,10.94,5
2019/10/15,12.02,12.02,12.02,12.02,12.02,5
2019/10/16,13.21,13.21,13.21,13.21,13.21,10
2019/10/18,14.52,14.52,14.52,14.52,14.52,5
2019/10/22,13.16,13.16,13.16,13.16,13.16,157
2019/10/23,14.47,14.47,14.47,14.47,14.47,100
2019/10/24,15.92,15.92,15.92,15.92,15.92,133
2019/10/25,17.5,17.5,17.5,17.5,17.5,5
2019/10/30,19.2,19.2,19.2,19.2,19.2,5
2019/11/4,19.2,19.2,19.2,19.2,19.2,200
2019/11/5,20.3,20.3,20.3,20.3,20.3,421
2019/11/6,22.02,22.02,22.02,22.02,22.02,151
2019/11/7,24.22,24.22,24.22,24.22,24.22,1
2019/11/8,26.63,26.63,26.63,26.63,26.63,5
2019/11/11,29.29,29.29,29.29,29.29,29.29,239
2019/11/12,32.2,32.2,32.2,32.2,32.2,5
2019/11/15,35.4,35.4,35.4,35.4,35.4,1
2019/12/12,38.94,38.94,38.94,38.94,38.94,1
2019/12/20,27.26,27.26,27.26,27.26,27.26,182144
2019/12/24,27.26,27.26,27.26,27.26,27.26,182144
2019/12/25,38.94,38.94,38.94,38.94,38.94,68211
2019/12/26,27.26,27.26,27.26,27.26,27.26,3
2019/12/30,27.79,27.79,27.79,27.79,27.79,135309
2020/1/8,35.74,35.74,35.74,35.74,35.74,1
2020/1/9,32.18,32.18,32.18,32.18,32.18,1
2020/1/13,28.97,28.97,28.97,28.97,28.97,1
2020/1/15,26.5,26.5,26.5,26.5,26.5,1
2020/1/17,12.75,12.75,12.75,12.75,12.75,2
2020/1/20,23.56,23.56,23.56,23.56,23.56,18
2020/1/21,25.92,25.92,25.92,25.92,25.92,360
2020/1/22,28.51,28.51,28.51,28.51,28.51,700
2020/1/23,31.35,31.35,31.35,31.35,31.35,30
2020/2/10,28.22,28.22,28.22,28.22,28.22,1
2020/2/11,31,31,31,31,31,10
2020/2/12,27.9,27.9,27.9,27.9,27.9,15
2020/2/13,28.88,28.88,28.88,28.88,28.88,46
2020/2/17,31,31,31,31,31,300
2020/2/18,27.9,27.9,27.9,27.9,27.9,10
2020/2/19,30.42,30.42,30.42,30.42,30.42,105
2020/2/20,32.11,32.11,32.11,32.11,32.11,64
2020/2/21,33.82,33.82,33.82,33.82,33.82,65
2020/2/24,37,37,37,37,37,5
2020/2/26,37.2,37.2,37.2,37.2,37.2,210
2020/2/27,33.5,33.5,33.5,33.5,33.5,300
2020/2/28,30.15,30.15,30.15,30.15,30.15,343
2020/3/2,29.11,29.11,29.11,29.11,29.11,464
2020/3/3,32.01,32.01,32.01,32.01,32.01,80
2020/3/5,32.43,32.43,32.43,32.43,32.43,100
2020/3/6,35.66,35.66,35.66,35.66,35.66,100
2020/3/9,35.78,35.78,35.78,35.78,35.78,773
2020/3/11,32.2,32.2,32.2,32.2,32.2,200
2020/3/13,35.41,35.41,35.41,35.41,35.41,50
2020/3/16,38,38,38,38,38,10
2020/3/17,36,36,36,36,36,95
2020/3/18,35.82,35.82,35.82,35.82,35.82,210
2020/3/19,35.01,35.01,35.01,35.01,35.01,262
2020/3/20,35.69,35.69,35.69,35.69,35.69,470
2020/3/23,32.12,32.12,32.12,32.12,32.12,3833
2020/3/24,32.12,32.12,25.63,25.63,25.63,4849
2020/3/25,35.32,35.32,35.32,35.32,35.32,1001
2020/3/26,35.32,37.32,25.97,25.97,37.32,1189
2020/3/30,40.36,40.36,40.36,40.36,40.36,1175
2020/3/31,40.36,40.36,29.92,29.92,36.32,2845
2020/4/1,37.69,37.69,37.69,37.69,37.69,580
2020/4/2,41.45,41.45,41.45,41.45,41.45,380
2020/4/3,37.31,37.31,37.31,37.31,37.31,1
2020/4/7,40.88,40.88,40.88,40.88,40.88,410
2020/4/8,44.86,44.86,44.86,44.86,44.86,20
2020/4/10,44.86,44.86,44.86,44.86,44.86,3
2020/4/13,43,43,43,43,43,345
2020/4/14,40.37,40.37,40.37,40.37,40.37,556
2020/4/15,36.34,36.34,36.34,36.34,36.34,2
2020/4/16,33.33,33.33,33.33,33.33,33.33,200
2020/4/17,30,30,30,30,30,2555
2020/4/20,32.99,32.99,32.99,32.99,32.99,400
2020/4/21,36,36,36,36,36,5
2020/4/23,39,39,39,39,39,100
2020/4/27,35.1,35.1,35.1,35.1,35.1,165
2020/4/28,36.42,36.42,36.42,36.42,36.42,581
2020/4/29,32.78,32.78,32.78,32.78,32.78,424
2020/4/30,36,36,36,36,36,10
2020/5/12,32.4,32.4,32.4,32.4,32.4,120
2020/5/20,35.6,35.6,35.6,35.6,35.6,10
2020/5/21,32.04,32.04,32.04,32.04,32.04,10
2020/5/25,22.5,22.5,22.5,22.5,22.5,25000
2020/6/2,22.5,22.5,22.5,22.5,22.5,24919
2020/6/5,32.33,32.33,32.33,32.33,32.33,11
2020/6/22,32.33,32.33,29.11,29.11,29.11,1
2020/6/23,32.33,32.33,26.21,26.21,26.21,5
2020/6/30,25,25,25,25,25,1900
2020/7/1,22.5,22.5,22.5,22.5,22.5,1849
2020/7/2,24.75,24.75,24.75,24.75,24.75,40
2020/7/3,27,27,27,27,27,7
2020/7/8,25.5,25.5,25.5,25.5,25.5,1
2020/7/9,26.73,26.73,26.73,26.73,26.73,43
2020/7/13,21.65,21.65,21.65,21.65,21.65,1
2020/7/14,23.82,23.82,23.82,23.82,23.82,40
2020/7/23,21.45,21.45,21.45,21.45,21.45,1
2020/7/27,15.02,15.02,15.02,15.02,15.02,10000
